rank,arabic_lemma,transliteration,english_core_gloss,part_of_speech,canonical_form_rule_used,root_if_relevant,estimated_frequency_tier,dispersion_score,usefulness_score,register_label,keep_reason,merged_forms_or_variants,notes
1606,دُسْتُورِيّ,dusotuwriy~,My cover.,adj,adj: masc singular lemma,دستر,T2,0.333,8.404,media,high_frequency + dispersion,الدستوري; الدستورية; دستوري; دستوريا; والدستورية,
1607,تَقْنِيّ,taqoniy~,You're tech.,adj,adj: masc singular lemma,تقن,T2,0.333,8.404,media,high_frequency + dispersion,التقني; التقنية; بتقنية; تقني; تقنية ...,
1608,صَرْف,Sarof,Dismissed,noun,noun: singular lemma,صرف,T2,0.333,8.403,media,high_frequency + dispersion,الصرف; بصرف; صرف; صرفت; صرفها ...,
1609,شِدَّة,$id~ap,Hard.,noun,noun: singular lemma,شدد,T2,0.333,8.402,media,high_frequency + dispersion,الشدة; بشدة; شدة; لشدة; وبشدة,
1610,بَرْمِيل,baromiyl,Permille.,noun,noun: singular lemma,برمل,T2,0.333,8.402,media,high_frequency + dispersion,البرميل; برميل; للبرميل,
1611,ٱِحْتِفال,{iHotifAl,Celebrating,noun,noun: singular lemma,حفل,T2,0.333,8.402,media,high_frequency + dispersion,احتفال; احتفالا; احتفالات; الإحتفال; الاحتفال ...,
1612,مُوسِيقَى,muwsiyqaY,Music.,noun,noun: singular lemma,,T2,0.333,8.401,media,high_frequency + dispersion,الموسيقى; الموسيقي; الموسيقية; الموسيقيين; للموسيقى ...,
1613,مِيلِيشِيا,miyliy$iyA,Militia.,noun,noun: singular lemma,,T2,0.333,8.4,media,high_frequency + dispersion,الميليشيا; الميليشيات; للميليشيات; ميليشيا; ميليشيات ...,
1614,أَقْرَب,>aqorab,Come closer.,noun,noun: singular lemma,قرب,T2,0.333,8.4,media,high_frequency + dispersion,أقارب; أقرب; اقارب; اقرب; الأقارب ...,
1615,أَقْدَم,>aqodam,I'm coming.,verb,verb: 3ms past lemma,قدم,T2,0.333,8.398,media,high_frequency + dispersion,أقدم; أقدمت; اقدم; اقدمت; الأقدم,
1616,الله،,Allh،,God,noun_prop,noun: singular lemma,,T2,0.333,8.397,media,high_frequency + dispersion,الله،,
1617,نَفا,nafA,Nava.,verb,verb: 3ms past lemma,,T2,0.333,8.396,media,high_frequency + dispersion,نفاه; نفت; نفته; نفوا; ونفت,
1618,يُورُو,yuwruw,Yoru...,noun_prop,noun: singular lemma,,T2,0.333,8.394,media,high_frequency + dispersion,اليورو; يورو,
1619,مَوْرِد,maworid,Import,noun,noun: singular lemma,,T2,0.333,8.393,media,high_frequency + dispersion,الموارد; المورد; بالموارد; للموارد; موارد ...,
1620,خَطِير,xaTiyr,Dangerous.,adj,adj: masc singular lemma,خطر,T2,0.333,8.393,media,high_frequency + dispersion,الخطير; الخطيرة; خطير; خطيرا; خطيراً ...,
1621,شَهِيد,$ahiyd,A martyr.,noun,noun: singular lemma,شهد,T2,0.333,8.392,media,high_frequency + dispersion,الشهداء; الشهيد; شهداء; شهيد; شهيدا ...,
1622,بَلَدِيَّة,baladiy~ap,Bloody.,noun,noun: singular lemma,بلد,T2,0.333,8.391,media,high_frequency + dispersion,البلديات; البلدية; بلديات; بلدية; والبلديات,
1623,عَدا,EadA,Except...,verb,verb: 3ms past lemma,,T2,0.333,8.391,media,high_frequency + dispersion,تعدو; عدا; ماعدا; يعدو,
1624,فَضائِيّ,faDA}iy~,My space.,adj,adj: masc singular lemma,,T2,0.333,8.391,media,high_frequency + dispersion,الفضائي; الفضائيات; الفضائية; فضائي; فضائيات ...,
1625,مُقَدِّمَة,muqad~imap,Present,noun,noun: singular lemma,قدم,T2,0.333,8.39,media,high_frequency + dispersion,المقدمات; كمقدمة; مقدمات; مقدمة; مقدمتها ...,
1626,ٱِشْتَبَه,{i$otabah,Suspect him.,verb,verb: 3ms past lemma,شبه,T2,0.333,8.39,media,high_frequency + dispersion,تشتبه; وتشتبه; ويشتبه; يشتبه,
1627,دَوْحَة,dawoHap,A breeze.,noun_prop,noun: singular lemma,,T2,0.333,8.39,media,high_frequency + dispersion,الدوحة,
1628,قَبِيلَة,qabiylap,A kiss.,noun,noun: singular lemma,قبل,T2,0.333,8.39,media,high_frequency + dispersion,القبائل; القبيلة; قبائل; قبيلة; والقبائل ...,
1629,جِهاد,jihAd,Jihad.,noun_prop,noun: singular lemma,جهد,T2,0.333,8.385,media,high_frequency + dispersion,الجهاد; جهاد; للجهاد; والجهاد,
1630,لِواء,liwA',General.,noun,noun: singular lemma,,T2,0.333,8.385,media,high_frequency + dispersion,اللواء; لواء; واللواء,
1631,سِلْمِيّ,silomiy~,My ladder.,adj,adj: masc singular lemma,سلم,T2,0.333,8.385,media,high_frequency + dispersion,السلمي; السلمية; سلمى; سلمي; سلميا ...,
1632,سِرِّيّ,sir~iy~,My secret.,adj,adj: masc singular lemma,سرر,T2,0.333,8.384,media,high_frequency + dispersion,الأسرية; السري; السرية; بسرية; تسري ...,
1633,أُكْتُوبِر,>ukotuwbir,It's written.,noun_prop,noun: singular lemma,,T2,0.333,8.383,media,high_frequency + dispersion,أكتوبر; اكتوبر,
1634,سَنّ,san~,A year.,noun,noun: singular lemma,سنن,T2,0.333,8.382,media,high_frequency + dispersion,الاسنان; السن; بسن; سن; لسن ...,
1635,أَبِي,>abiy,Dad!,noun_prop,noun: singular lemma,,T2,0.333,8.381,media,high_frequency + dispersion,أبي; أبيي; ابي; ابيي; تأبين ...,
1636,فِبْرايِر,fiborAyir,Fryer.,noun_prop,noun: singular lemma,,T2,0.333,8.381,media,high_frequency + dispersion,فبراير,
1637,سُعُود,suEuwd,Happy.,noun_prop,noun: singular lemma,سعد,T2,0.333,8.38,media,high_frequency + dispersion,سعود,
1638,أَسْهَم,>asoham,I share.,verb,verb: 3ms past lemma,سهم,T2,0.333,8.379,media,high_frequency + dispersion,أسهمت; تسهم; ستسهم; سيسهم; وتسهم ...,
1639,يابان,yAbAn,Yapan.,noun_prop,noun: singular lemma,,T2,0.333,8.379,media,high_frequency + dispersion,اليابان; لليابان; واليابان,
1640,عَمّان,Eam~An,Oman,noun_prop,noun: singular lemma,عمن,T2,0.333,8.375,media,high_frequency + dispersion,عمان; عمّان; عُمان; وعمان,
1641,سَرِيع,sariyE,Hurry up.,adj,adj: masc singular lemma,سرع,T2,0.333,8.373,media,high_frequency + dispersion,السريع; السريعة; سريع; سريعا; سريعاً ...,
1642,دِيسَمْبِر,diysamobir,Desempere.,noun_prop,noun: singular lemma,,T2,0.333,8.372,media,high_frequency + dispersion,ديسمبر,
1643,كارِثَة,kArivap,Catastrophe.,noun,noun: singular lemma,كرث,T2,0.333,8.37,media,high_frequency + dispersion,الكارثة; الكوارث; بكارثة; كارثة; كوارث ...,
1644,وَرَد,warad,Respond,verb,verb: 3ms past lemma,,T2,0.333,8.37,media,high_frequency + dispersion,الورد; فورد; وردت; وورد,
1645,خَلِيجِيّ,xaliyjiy~,My genius.,adj,adj: masc singular lemma,خلج,T2,0.333,8.37,media,high_frequency + dispersion,الخليجي; الخليجية; الخليجيين; خليجي; خليجية ...,
1646,تَعادَل,taEAdal,Equivalent.,verb,verb: 3ms past lemma,عدل,T2,0.333,8.369,media,high_frequency + dispersion,التعادل; بالتعادل; تعادل; وتعادل,
1647,جَرِيدَة,jariydap,Just...,noun,noun: singular lemma,جرد,T2,0.333,8.368,media,high_frequency + dispersion,الجرائد; الجريدة; بجريدة; جريدة; لجريدة,
1648,مُتَوَسِّط,mutawas~iT,Modified,adj,adj: masc singular lemma,,T2,0.333,8.367,media,high_frequency + dispersion,المتوسط; المتوسطة; بالمتوسط; متوسط; متوسطة ...,
1649,إِزاء,<izA',Remove,noun,noun: singular lemma,,T2,0.333,8.367,media,high_frequency + dispersion,إزاء; ازاء; وإزاء,
1650,سَهْل,sahol,Easy.,noun,noun: singular lemma,سهل,T2,0.333,8.367,media,high_frequency + dispersion,السهل; السهلة; تسهل; سهل; سهلا ...,
1651,عَظِيم,EaZiym,Great.,noun_prop,noun: singular lemma,عظم,T2,0.333,8.365,media,high_frequency + dispersion,العظماء; العظيم; العظيمة; عظيم; عظيما ...,
1652,مُخَدِّر,muxad~ir,Anesthetic.,noun,noun: singular lemma,خدر,T2,0.333,8.365,media,high_frequency + dispersion,المخدر; المخدرات; المخدرة; بالمخدرات; للمخدرات ...,
1653,بَشّار,ba$~Ar,A harbinger.,noun_prop,noun: singular lemma,بشر,T2,0.333,8.362,media,high_frequency + dispersion,بشار,
1654,بَعْثَة,baEovap,.........,noun,noun: singular lemma,بعث,T2,0.333,8.361,media,high_frequency + dispersion,البعثات; البعثة; بعثات; بعثة; لبعثة ...,
1655,مُسَلْسَل,musalosal,Smooth.,noun,noun: singular lemma,سلسل,T2,0.333,8.36,media,high_frequency + dispersion,المسلسل; المسلسلات; لمسلسل; مسلسل; مسلسلات ...,
1656,زَمِيل,zamiyl,A colleague.,noun,noun: singular lemma,زمل,T2,0.333,8.36,media,high_frequency + dispersion,الزملاء; الزميل; الزميلة; زملاء; زملاءه ...,
1657,وَلِيد,waliyd,A child.,noun_prop,noun: singular lemma,,T2,0.333,8.359,media,high_frequency + dispersion,الوليد; وليد; ووليد,
1658,عُمُوم,Eumuwm,Uh; general.,noun,noun: singular lemma,عمم,T2,0.333,8.359,media,high_frequency + dispersion,العموم; عموم; عموما; عموماً; لعموم ...,
1659,حُدُوث,Huduwv,Happened.,noun,noun: singular lemma,حدث,T2,0.333,8.358,media,high_frequency + dispersion,الحدوث; بحدوث; حدوث; حدوثه; حدوثها ...,
1660,مُتَعَدِّد,mutaEad~id,Multiple,adj,adj: masc singular lemma,عدد,T2,0.333,8.358,media,high_frequency + dispersion,المتعدد; المتعددة; متعدد; متعددة; ومتعددة,
1661,مُثِير,muviyr,Interesting.,noun,noun: singular lemma,,T2,0.333,8.357,media,high_frequency + dispersion,المثير; المثيرة; مثير; مثيرا; مثيراً ...,
1662,شَرْعِيّ,$aroEiy~,My law.,adj,adj: masc singular lemma,شرع,T2,0.333,8.356,media,high_frequency + dispersion,الشرعي; الشرعيين; شرعي; شرعيا; شرعياً ...,
1663,مُتَشَدِّد,muta$ad~id,Stressed.,noun,noun: singular lemma,شدد,T2,0.333,8.355,media,high_frequency + dispersion,المتشدد; المتشددة; المتشددون; المتشددين; للمتشددين ...,
1664,جَبَل,jabal,Kimberly.,noun,noun: singular lemma,جبل,T2,0.333,8.354,media,high_frequency + dispersion,الجبال; الجبل; الجبلين; جبال; جبل ...,
1665,وُقُوف,wuquwf,Stand up.,noun,noun: singular lemma,,T2,0.333,8.353,media,high_frequency + dispersion,الوقوف; بالوقوف; للوقوف; والوقوف; وقوف ...,
1666,بارِد,bArid,Cold.,noun,noun: singular lemma,برد,T2,0.333,8.353,media,high_frequency + dispersion,البارد; الباردة; بارد; باردة,
1667,مُجَدِّد,mujad~id,New,noun,noun: singular lemma,جدد,T2,0.333,8.351,media,high_frequency + dispersion,مجددا; مجدداً; مجددًا,
1668,لافروف,lAfrwf,Lavrov,noun_prop,noun: singular lemma,,T2,0.333,8.35,media,high_frequency + dispersion,لافروف,
1669,ضَرُورِيّ,Daruwriy~,It's necessary.,adj,adj: masc singular lemma,ضرر,T2,0.333,8.35,media,high_frequency + dispersion,الضروري; الضرورية; ضروري; ضروريا; ضرورياً ...,
1670,ٱِحْتَرَم,{iHotaram,Respect.,verb,verb: 3ms past lemma,حرم,T2,0.333,8.349,media,high_frequency + dispersion,أحترم; احترم; تحترم; نحترم; ويحترم ...,
1671,اسرائيل،,AsrA}yl،,Israel,noun_prop,noun: singular lemma,,T2,0.333,8.349,media,high_frequency + dispersion,إسرائيل،; اسرائيل،,
1672,لُجُوء,lujuw',Asylum.,noun,noun: singular lemma,,T2,0.333,8.348,media,high_frequency + dispersion,اللجوء; باللجوء; لجوء; للجوء; واللجوء,
1673,تَقَرَّر,taqar~ar,Decide,verb,verb: 3ms past lemma,قرر,T2,0.333,8.347,media,high_frequency + dispersion,تقرر; وتقرر,
1674,مُخْرِج,muxorij,Out.,noun,noun: singular lemma,خرج,T2,0.333,8.346,media,high_frequency + dispersion,المخرج; المخرجة; المخرجين; للمخرج; مخارج ...,
1675,أَفْغانِيّ,>afogAniy~,I'm Afghan.,adj,adj: masc singular lemma,,T2,0.333,8.346,media,high_frequency + dispersion,أفغاني; أفغانية; افغاني; الأفغاني; الأفغانية ...,
1676,رُبْع,ruboE,Four.,noun,noun: singular lemma,ربع,T2,0.333,8.345,media,high_frequency + dispersion,أرباع; الربع; بالربع; ربع; للربع ...,
1677,رَمْز,ramoz,Crystal.,noun,noun: singular lemma,رمز,T2,0.333,8.344,media,high_frequency + dispersion,الرمز; الرموز; ترمز; رمز; رمزا ...,
1678,خِتام,xitAm,Seal.,noun,noun: singular lemma,ختم,T2,0.333,8.342,media,high_frequency + dispersion,الختام; ختام,
1679,ٱِنْتِهاك,{inotihAk,Exhaustion.,noun,noun: singular lemma,نهك,T2,0.333,8.338,media,high_frequency + dispersion,الانتهاك; الانتهاكات; انتهاك; انتهاكا; انتهاكات ...,
1680,ٱِقْتَرَب,{iqotarab,Come close.,verb,verb: 3ms past lemma,قرب,T2,0.333,8.338,media,high_frequency + dispersion,اقترب; اقتربت; تقترب; نقترب; يقترب,
1681,فَجْر,fajor,Blow!,noun,noun: singular lemma,فجر,T2,0.333,8.337,media,high_frequency + dispersion,الفجر; فجر; فجرا; فجرت; فجّر ...,
1682,مُساهَمَة,musAhamap,Contributor.,noun,noun: singular lemma,سهم,T2,0.333,8.337,media,high_frequency + dispersion,المساهمات; المساهمة; بالمساهمة; للمساهمة; مساهمات ...,
1683,مَسّ,mas~,Touch.,verb,verb: 3ms past lemma,مسس,T2,0.333,8.337,media,high_frequency + dispersion,المس; تمس; مس; يمس; يمسك,
1684,نِقاش,niqA$,Discussion,noun,noun: singular lemma,نقش,T2,0.333,8.335,media,high_frequency + dispersion,النقاش; النقاشات; للنقاش; نقاش; نقاشا ...,
1685,ثُنائِيّ,vunA}iy~,Twice.,adj,adj: masc singular lemma,,T2,0.333,8.335,media,high_frequency + dispersion,الثنائي; الثنائية; ثنائي; ثنائيا; ثنائية,
1686,مُجاوِر,mujAwir,Next door.,noun,noun: singular lemma,,T2,0.333,8.335,media,high_frequency + dispersion,المجاور; المجاورة; مجاور; مجاورة,
1687,بَنْد,banod,A bunch.,noun,noun: singular lemma,بند,T2,0.333,8.335,media,high_frequency + dispersion,البند; البنود; ببنود; بند; بندا ...,
1688,سُوفْيِتِيّ,suwfoyitiy~,You're gonna die.,adj,adj: masc singular lemma,,T2,0.333,8.334,media,high_frequency + dispersion,السوفيات; السوفياتي; السوفياتية; السوفيت; السوفيتي ...,
1689,قَضائِيّ,qaDA}iy~,My judges.,adj,adj: masc singular lemma,,T2,0.333,8.334,media,high_frequency + dispersion,القضائي; القضائية; قضائي; قضائيا; قضائية ...,
1690,ٱِشْتَرَى,{i$otaraY,(b) What can we learn from the Bible?,verb,verb: 3ms past lemma,,T2,0.333,8.333,media,high_frequency + dispersion,اشتراها; اشترت; اشترك; اشتروا; اشترى ...,
1691,فائِدَة,fA}idap,Interesting.,noun,noun: singular lemma,,T2,0.333,8.333,media,high_frequency + dispersion,الفائدة; الفوائد; بالفائدة; فائدة; فوائد ...,
1692,رَبّ,rab~,Maybe.,noun,noun: singular lemma,ربب,T2,0.333,8.333,media,high_frequency + dispersion,أرباب; ارباب; الرب; رب; ربة ...,
1693,نَعَم,naEam,Yeah.,interj,particle/base,نعم,T2,0.333,8.332,media,high_frequency + dispersion,تنعم; نعم; ونعم; ينعم,
1694,قاتِل,qAtil,Murderer.,noun,noun: singular lemma,قتل,T2,0.333,8.332,media,high_frequency + dispersion,القاتل; القاتلة; القتلة; تقاتل; قاتل ...,
1695,مُفَوَّضِيَّة,mufaw~aDiy~ap,Powerful.,noun,noun: singular lemma,,T2,0.333,8.331,media,high_frequency + dispersion,المفوضية; للمفوضية; مفوضية; والمفوضية,
1696,ٱِسْتَغَلّ,{isotagal~,Use,verb,verb: 3ms past lemma,غلل,T2,0.333,8.331,media,high_frequency + dispersion,استغل; استغلت; استغلوا; تستغل; واستغل ...,
1697,إِيطالِيّ,<iyTAliy~,Italian.,adj,adj: masc singular lemma,,T2,0.333,8.326,media,high_frequency + dispersion,إيطالية; الإيطالي; الإيطالية; الإيطاليين; الايطالى ...,
1698,لاحِق,lAHiq,Later.,adj,adj: masc singular lemma,لحق,T2,0.333,8.325,media,high_frequency + dispersion,اللاحق; اللاحقة; تلاحق; لاحق; لاحقا ...,
1699,لَيّ,lay~,For me.,noun,noun: singular lemma,,T2,0.333,8.325,media,high_frequency + dispersion,اللى; اللي; ليه; واللي,
1700,ثَرْوَة,varowap,Richness.,noun,noun: singular lemma,,T2,0.333,8.324,media,high_frequency + dispersion,الثروات; الثروة; ثروات; ثرواته; ثرواتها ...,
1701,تَفاهُم,tafAhum,You understand.,noun,noun: singular lemma,فهم,T2,0.333,8.323,media,high_frequency + dispersion,التفاهم; التفاهمات; تفاهم; تفاهمات; للتفاهم ...,
1702,بَحْرَيْنِ,baHorayoni,Two seas.,noun_prop,noun: singular lemma,بحر,T2,0.333,8.323,media,high_frequency + dispersion,البحرين; للبحرين; والبحرين,
1703,هِجْرَة,hijorap,Abandonment.,noun,noun: singular lemma,هجر,T2,0.333,8.322,media,high_frequency + dispersion,الهجرة; بالهجرة; للهجرة; هجرة; والهجرة,
1704,براون,brAwn,Brown.,noun_prop,noun: singular lemma,,T2,0.333,8.32,media,high_frequency + dispersion,براون,
1705,فَقِير,faqiyr,Poor.,noun,noun: singular lemma,فقر,T2,0.333,8.32,media,high_frequency + dispersion,الفقراء; الفقير; الفقيرة; فقراء; فقير ...,
1706,دَعْوَى,daEowaY,Call!,noun,noun: singular lemma,,T2,0.333,8.318,media,high_frequency + dispersion,الدعاوى; الدعوى; الدعوي; الدعوية; بدعوى ...,
1707,تَحْلِيل,taHoliyl,Analyze.,noun,noun: singular lemma,حلل,T2,0.333,8.318,media,high_frequency + dispersion,التحاليل; التحليل; التحليلات; بتحليل; تحليل ...,
1708,فِكْرِيّ,fikoriy~,Think.,adj,adj: masc singular lemma,فكر,T2,0.333,8.317,media,high_frequency + dispersion,الفكري; الفكرية; فكري; فكريا; فكرياً ...,
1709,طَبَقَة,Tabaqap,Exactly.,noun,noun: singular lemma,طبق,T2,0.333,8.317,media,high_frequency + dispersion,الطبقات; الطبقة; طبقات; طبقة; للطبقة,
1710,قُبَيْلَ,qubayola,Kiss.,noun,noun: singular lemma,قبل,T2,0.333,8.316,media,high_frequency + dispersion,القبيل; قبيل; وقبيل,
1711,أَعْظَم,>aEoZam,Great.,noun,noun: singular lemma,عظم,T2,0.333,8.316,media,high_frequency + dispersion,أعظم; اعظم; الأعظم; الاعظم; العظمى ...,
1712,بَسِيط,basiyT,Simple.,noun,noun: singular lemma,بسط,T2,0.333,8.316,media,high_frequency + dispersion,البسطاء; البسيط; البسيطة; بسيط; بسيطا ...,
1713,ٱِنْتِقال,{inotiqAl,Moving on.,noun,noun: singular lemma,نقل,T2,0.333,8.314,media,high_frequency + dispersion,الانتقال; انتقال; انتقاله; بالانتقال; بانتقال ...,
1714,إِسْتراتِيجِيَّة,<isotrAtiyjiy~ap,Strategy,noun,noun: singular lemma,,T2,0.333,8.312,media,high_frequency + dispersion,استراتيجيات; استراتيجية; استراتيجيته; استراتيجيتها; لاستراتيجية,
1715,خَلا,xalA,Yeah.,verb,verb: 3ms past lemma,,T2,0.333,8.312,media,high_frequency + dispersion,تخل; تخلو; خلا; خلت; يخل ...,
1716,مُثَقَّف,muvaq~af,Documented,noun,noun: singular lemma,ثقف,T2,0.333,8.31,media,high_frequency + dispersion,المثقف; المثقفة; المثقفون; المثقفين; مثقف ...,
1717,إِقْرار,<iqorAr,Decide.,noun,noun: singular lemma,قرر,T2,0.333,8.31,media,high_frequency + dispersion,إقرار; إقراره; إقرارها; اقرار; اقراره ...,
1718,شَكا,$akA,Shakka...,verb,verb: 3ms past lemma,,T2,0.333,8.308,media,high_frequency + dispersion,أشك; تشك; تشكك; تشكو; لاشك ...,
1719,خَلِيَّة,xaliy~ap,Amazing.,noun,noun: singular lemma,,T2,0.333,8.307,media,high_frequency + dispersion,الخلايا; الخلية; خلايا; خلية,
1720,فَهْد,fahod,A cheetah.,noun_prop,noun: singular lemma,فهد,T2,0.333,8.306,media,high_frequency + dispersion,الفهد; فهد; وفهد,
1721,تَذَكَّر,ta*ak~ar,Remember.,verb,verb: 3ms past lemma,ذكر,T2,0.333,8.305,media,high_frequency + dispersion,أتذكر; اتذكر; تتذكر; تذكرت; نتذكر ...,
1722,حاجّ,HAj~,Pilgrim.,noun_prop,noun: singular lemma,حجج,T2,0.333,8.302,media,high_frequency + dispersion,الحاج; الحجاج; حاج; حاجي; حجاج ...,
1723,بَرْلِين,baroliyn,Berlin,noun_prop,noun: singular lemma,,T2,0.333,8.301,media,high_frequency + dispersion,برلين; وبرلين,
1724,حَرَس,Haras,Guard!,noun,noun: singular lemma,حرس,T2,0.333,8.301,media,high_frequency + dispersion,الحرس; بالحرس; حرس; للحرس; والحرس ...,
1725,مُحَدَّد,muHad~ad,Specified,adj,adj: masc singular lemma,حدد,T2,0.333,8.301,media,high_frequency + dispersion,المحدد; المحددة; محدد; محددا; محدداً ...,
1726,جَدْوَل,jadowal,Argument.,noun,noun: singular lemma,جدل,T2,0.333,8.299,media,high_frequency + dispersion,الجدول; بجدول; جداول; جدول; جدولا,
1727,خَلِيفَة,xaliyfap,A successor.,noun,noun: singular lemma,خلف,T2,0.333,8.299,media,high_frequency + dispersion,الخلفاء; الخليفة; خليفة; خليفته,
1728,ٱِنْتِظار,{inotiZAr,Wait.,noun,noun: singular lemma,نظر,T2,0.333,8.299,media,high_frequency + dispersion,الانتظار; انتظار; انتظاره; بانتظار; والانتظار ...,
1729,صَلاحِيَّة,SalAHiy~ap,Psychic.,noun,noun: singular lemma,صلح,T2,0.333,8.294,media,high_frequency + dispersion,الصلاحيات; الصلاحية; بصلاحيات; صلاحيات; صلاحياته ...,
1730,بَرَز,baraz,Burrows.,verb,verb: 3ms past lemma,برز,T2,0.333,8.293,media,high_frequency + dispersion,برز; برزت; وبرز; وبرزت; وتبرز ...,
1731,ٱِسْتِفادَة,{isotifAdap,How can we imitate God's Word?,noun,noun: singular lemma,,T2,0.333,8.293,media,high_frequency + dispersion,استفادة; الاستفادة; بالاستفادة; للاستفادة; والاستفادة,
1732,حُلُول,Huluwl,Solve.,noun,noun: singular lemma,حلل,T2,0.333,8.293,media,high_frequency + dispersion,بحلول; للحلول,
1733,تَنْفِيذِيّ,tanofiy*iy~,My execution.,adj,adj: masc singular lemma,نفذ,T2,0.333,8.292,media,high_frequency + dispersion,التنفيذى; التنفيذي; التنفيذية; التنفيذيين; تنفيذي ...,
1734,ٱِمْرَأَة,{imora>ap,A woman.,noun,noun: singular lemma,,T2,0.333,8.291,media,high_frequency + dispersion,امرأة; امرأتان; امرأتين; وامرأة,
1735,صادِق,SAdiq,Honest.,noun_prop,noun: singular lemma,صدق,T2,0.333,8.291,media,high_frequency + dispersion,الصادق; الصادقة; تصادق; صادق; صادقا ...,
1736,دان,dAn,Dan.,verb,verb: 3ms past lemma,,T2,0.333,8.291,media,high_frequency + dispersion,دان; دانا; دانت; ودان; ودانت ...,
1737,ٱِنْخِفاض,{inoxifAD,Lower!,noun,noun: singular lemma,خفض,T2,0.333,8.29,media,high_frequency + dispersion,الانخفاض; انخفاض; انخفاضا; بانخفاض; وانخفاض,
1738,اخر،,Axr،,Another,noun_prop,noun: singular lemma,,T2,0.333,8.289,media,high_frequency + dispersion,آخر،; اخر،,
1739,تَرْكِيز,tarokiyz,Pull over.,noun,noun: singular lemma,ركز,T2,0.333,8.289,media,high_frequency + dispersion,التركيز; بالتركيز; تركيز; تركيزه; للتركيز ...,
1740,حَلْقَة,Haloqap,Shave.,noun,noun: singular lemma,حلق,T2,0.333,8.289,media,high_frequency + dispersion,الحلقات; الحلقة; حلقات; حلقة,
1741,كَرَّر,kar~ar,Repeat,verb,verb: 3ms past lemma,كرر,T2,0.333,8.289,media,high_frequency + dispersion,أكرر; اكرر; كرر; كررت; نكرر ...,
1742,تَغْطِيَة,tagoTiyap,Cover it.,noun,noun: singular lemma,,T2,0.333,8.289,media,high_frequency + dispersion,التغطية; بتغطية; تغطية; تغطيتها; لتغطية ...,
1743,أَداة,>adAp,A tool.,noun,noun: singular lemma,,T2,0.333,8.288,media,high_frequency + dispersion,أداة; أدوات; أدواته; اداة; ادوات ...,
1744,طَرْد,Tarod,Fire!,noun,noun: singular lemma,طرد,T2,0.333,8.287,media,high_frequency + dispersion,الطرد; بطرد; طرد; طردت; طرده ...,
1745,تَأَخَّر,ta>ax~ar,It's too late.,verb,verb: 3ms past lemma,,T2,0.333,8.285,media,high_frequency + dispersion,التأخر; تأخر; تأخرت; تتأخر; وتأخر ...,
1746,ٱِطَّلَع,{iT~alaE,Look!,verb,verb: 3ms past lemma,طلع,T2,0.333,8.284,media,high_frequency + dispersion,أطلع; اطلع; اطلعت; سيطلع; واطلع ...,
1747,نُسْخَة,nusoxap,Heather.,noun,noun: singular lemma,نسخ,T2,0.333,8.283,media,high_frequency + dispersion,النسخ; النسخة; نسخ; نسخة,
1748,حادّ,HAd~,Sharp.,noun,noun: singular lemma,,T2,0.333,8.283,media,high_frequency + dispersion,الحاد; الحادة; حاد; حادا; حاداً ...,
1749,مُهَنْدِس,muhanodis,Servants.,noun,noun: singular lemma,هندس,T2,0.333,8.281,media,high_frequency + dispersion,المهندس; المهندسين; مهندس; مهندسي; والمهندس,
1750,تَفْسِير,tafosiyr,Explain.,noun,noun: singular lemma,فسر,T2,0.333,8.279,media,high_frequency + dispersion,التفسير; التفسيرات; تفسير; تفسيرا; تفسيرات ...,
1751,نَشَط,na$aT,Activate.,verb,verb: 3ms past lemma,نشط,T2,0.333,8.278,media,high_frequency + dispersion,النشطة; تنشط; نشط; نشطة; نشطت ...,
1752,جَلّ,jal~,Jell-O.,verb,verb: 3ms past lemma,جلل,T2,0.333,8.276,media,high_frequency + dispersion,جل; وجل,
1753,مُهاجِر,muhAjir,Ah; ah,noun,noun: singular lemma,هجر,T2,0.333,8.276,media,high_frequency + dispersion,المهاجر; المهاجرة; المهاجرون; المهاجرين; للمهاجرين ...,
1754,خُطُورَة,xuTuwrap,It's a risk.,noun,noun: singular lemma,خطر,T2,0.333,8.274,media,high_frequency + dispersion,الخطورة; بخطورة; خطورة; خطورتها; لخطورة ...,
1755,عَجْز,Eajoz,Impotent.,noun,noun: singular lemma,عجز,T2,0.333,8.273,media,high_frequency + dispersion,العجز; بالعجز; تعجز; عجز; عجزا ...,
1756,حُجَّة,Huj~ap,An argument.,noun,noun: singular lemma,حجج,T2,0.333,8.273,media,high_frequency + dispersion,الحجة; الحجج; بحجة; بحجج; حجة ...,
1757,سِرّ,sir~,Secret.,noun,noun: singular lemma,سرر,T2,0.333,8.272,media,high_frequency + dispersion,أسرار; اسرار; الأسرار; السر; سر ...,
1758,عُضْوِيَّة,EuDowiy~ap,Member,noun,noun: singular lemma,,T2,0.333,8.271,media,high_frequency + dispersion,العضوية; بعضوية; عضوية; عضويته; عضويتها ...,
1759,هَزِيمَة,haziymap,Beat it.,noun,noun: singular lemma,هزم,T2,0.333,8.269,media,high_frequency + dispersion,الهزائم; الهزيمة; بالهزيمة; بهزيمة; لهزيمة ...,
1760,تَكَلَّم,takal~am,Speak.,verb,verb: 3ms past lemma,كلم,T2,0.333,8.268,media,high_frequency + dispersion,أتكلم; تتكلم; تكلم; تكلمت; نتكلم ...,
